"well.id","flag_id","Metadata_Experiment","Metadata_Plate","Metadata_Well","Metadata_Date","Metadata_Group","Metadata_Magnification","FileName_RawBF","wo_po_area_frac","assay_type","food_conc_OD","food_type","diluent","diluent_concentration_perc","drug","concentration_um","drug_stock_prep_date","drug_prep_method","strain","bleach","well_censor","well_censor_reason","notes","i.dir","w.lab","gbm2x_class","mean_wormlength_um","min_wormlength_um","q10_wormlength_um","q25_wormlength_um","median_wormlength_um","sd_wormlength_um","q75_wormlength_um","q90_wormlength_um","max_wormlength_um","cv_wormlength_um","n","titer_WellFlag","n_WellFlag"
"ABZ_p001_A11","ABZ_1_EG6260_albendazole","ABZ","p001","A11",20231116,"p001_A11","m2x","20231116-ABZ-p001-m2x_A11.TIF",0.720253833950291,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",60,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",534.323270165065,479.693184467472,508.926001342512,521.486338619641,533.853637153201,25.2260916593619,555.308029924784,561.896616947431,576.668601187113,0.0472112914931984,17,NA,NA
"ABZ_p001_A12","ABZ_1_EG6260_albendazole","ABZ","p001","A12",20231116,"p001_A12","m2x","20231116-ABZ-p001-m2x_A12.TIF",0.73832301631964,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",120,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",529.890356370736,499.743120927407,510.843925170372,511.881278097438,532.529503044072,18.4105194978772,546.032200605267,553.063464959917,555.487729944242,0.0347440169018596,13,NA,NA
"ABZ_p001_B01","ABZ_1_EG6260_albendazole","ABZ","p001","B01",20231116,"p001_B01","m2x","20231116-ABZ-p001-m2x_B01.TIF",1.34836471754212,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",0,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",764.358524446517,634.976996938384,695.60886035386,731.697037466719,770.155818062176,56.3936819344006,801.714070528443,833.559192531985,882.694964727179,0.0737790972832233,26,NA,NA
"ABZ_p001_B02","ABZ_1_EG6260_albendazole","ABZ","p001","B02",20231116,"p001_B02","m2x","20231116-ABZ-p001-m2x_B02.TIF",1.07306107156238,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",0.12,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",761.298428400702,714.89354440504,746.217554177117,750.010660519414,764.492959355721,18.1929413334112,775.686934463087,779.604009342938,783.181736571355,0.0238972532382998,15,NA,NA
"ABZ_p001_B03","ABZ_1_EG6260_albendazole","ABZ","p001","B03",20231116,"p001_B03","m2x","20231116-ABZ-p001-m2x_B03.TIF",1.05389657683904,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",0.23,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",755.203750218269,699.52860176896,716.479178281429,726.326971835404,748.258535407663,38.621069060588,784.392277932321,806.577105448855,831.82821204145,0.0511399328319354,17,NA,NA
"ABZ_p001_B04","ABZ_1_EG6260_albendazole","ABZ","p001","B04",20231116,"p001_B04","m2x","20231116-ABZ-p001-m2x_B04.TIF",1.03911497431845,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",0.47,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",730.360714282271,667.677705970747,694.330780662752,710.095294651964,730.248460519414,32.5996507800609,758.13061671087,767.428202113119,793.006040197274,0.0446350004081159,17,NA,NA
"ABZ_p001_B05","ABZ_1_EG6260_albendazole","ABZ","p001","B05",20231116,"p001_B05","m2x","20231116-ABZ-p001-m2x_B05.TIF",0.985894580549369,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",0.94,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",694.428743306849,645.822801880381,656.938421678858,685.360180973857,699.580720385174,25.4475423524891,714.675743214694,719.112901421975,722.571002462227,0.03664528952432,12,NA,NA
"ABZ_p001_B06","ABZ_1_EG6260_albendazole","ABZ","p001","B06",20231116,"p001_B06","m2x","20231116-ABZ-p001-m2x_B06.TIF",1.04392324093817,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",1.88,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",631.965945960211,568.154932363589,589.997082171303,611.588343319388,634.916757833684,30.0508702246725,654.580529675667,663.360304915217,681.448231199897,0.047551407503474,24,NA,NA
"ABZ_p001_B07","ABZ_1_EG6260_albendazole","ABZ","p001","B07",20231116,"p001_B07","m2x","20231116-ABZ-p001-m2x_B07.TIF",1.00262812089356,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",3.75,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",608.498958153061,585.462779096014,598.970578462651,601.536530516196,609.854576119362,10.0880790168462,613.556186571355,617.40560224108,630.194993256658,0.0165786298919326,18,NA,NA
"ABZ_p001_B08","ABZ_1_EG6260_albendazole","ABZ","p001","B08",20231116,"p001_B08","m2x","20231116-ABZ-p001-m2x_B08.TIF",0.691866527632951,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",7.5,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",577.406465258738,513.235455147955,543.428489342236,561.93040935572,572.863989864756,30.6639532793445,596.936368901234,620.826617685611,635.239473724556,0.0531063559629591,24,NA,NA
"ABZ_p001_B09","ABZ_1_EG6260_albendazole","ABZ","p001","B09",20231116,"p001_B09","m2x","20231116-ABZ-p001-m2x_B09.TIF",1.00514740290126,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",15,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",553.668056697421,503.782346150578,515.663762811334,538.754011487834,554.729421038827,27.3943054002597,569.047939504007,585.984400519413,610.448083885626,0.0494778506162415,29,NA,NA
"ABZ_p001_B10","ABZ_1_EG6260_albendazole","ABZ","p001","B10",20231116,"p001_B10","m2x","20231116-ABZ-p001-m2x_B10.TIF",1.00869985500242,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",30,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",535.285947463602,497.332064727178,507.730595765047,529.085954783033,536.08410930001,19.6050756755848,549.304797202519,561.596331277211,563.377461674335,0.0366254256598393,20,NA,NA
"ABZ_p001_B11","ABZ_1_EG6260_albendazole","ABZ","p001","B11",20231116,"p001_B11","m2x","20231116-ABZ-p001-m2x_B11.TIF",0.725860155382908,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",60,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",541.715110092816,448.326154995571,500.348200519413,521.381065309025,543.968813205142,38.3461233713119,575.250645568732,585.492823813511,593.745507833684,0.070786512424846,17,NA,NA
"ABZ_p001_B12","ABZ_1_EG6260_albendazole","ABZ","p001","B12",20231116,"p001_B12","m2x","20231116-ABZ-p001-m2x_B12.TIF",1.06320299946438,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",120,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",521.32824059222,486.885855147955,495.273573581218,504.036502753149,524.003679557668,19.0356241914374,533.616425135172,547.212571486296,549.597390993851,0.0365137023266058,23,NA,NA
"ABZ_p001_C01","ABZ_1_EG6260_albendazole","ABZ","p001","C01",20231116,"p001_C01","m2x","20231116-ABZ-p001-m2x_C01.TIF",1.08697318007663,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",0,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",761.795427806273,698.007416743062,715.445554509466,740.77248567073,756.803738384315,35.4405631256236,785.625082793396,804.532612086151,830.097889308736,0.046522415115671,24,NA,NA
"ABZ_p001_C02","ABZ_1_EG6260_albendazole","ABZ","p001","C02",20231116,"p001_C02","m2x","20231116-ABZ-p001-m2x_C02.TIF",1.10094517958412,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",0.12,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",756.127932943366,718.187244405039,727.096158633467,737.247216249216,749.81916591033,25.1568698857001,772.341814360064,789.68394048192,820.760096508924,0.0332706527422846,29,NA,NA
"ABZ_p001_C03","ABZ_1_EG6260_albendazole","ABZ","p001","C03",20231116,"p001_C03","m2x","20231116-ABZ-p001-m2x_C03.TIF",1.16483516483516,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",0.23,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",759.680936144645,710.491427625629,727.980181070745,750.758231446821,756.170069516791,24.6651092064498,777.198039268795,790.444477220484,798.423059937568,0.0324677216880344,19,NA,NA
"ABZ_p001_C04","ABZ_1_EG6260_albendazole","ABZ","p001","C04",20231116,"p001_C04","m2x","20231116-ABZ-p001-m2x_C04.TIF",1.05016181229773,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",0.47,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",725.072386316399,671.002021620673,687.761394046696,706.716090779121,732.492263563487,28.3459966028233,740.04142459294,748.439085779187,788.582121038829,0.0390940230765511,19,NA,NA
"ABZ_p001_C05","ABZ_1_EG6260_albendazole","ABZ","p001","C05",20231116,"p001_C05","m2x","20231116-ABZ-p001-m2x_C05.TIF",1.03830141548709,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",0.94,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",693.796598860671,671.938325828439,673.979374422772,678.175821921326,687.413725246593,19.3941266008302,703.071276701208,720.926300057828,737.578249776499,0.0279536201715006,19,NA,NA
"ABZ_p001_C06","ABZ_1_EG6260_albendazole","ABZ","p001","C06",20231116,"p001_C06","m2x","20231116-ABZ-p001-m2x_C06.TIF",1.04287090558767,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",1.88,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",629.602869814177,587.101311459603,597.886026956932,608.66999549254,624.850060519414,26.6556197143224,644.28933377478,657.434686553623,694.816946150579,0.0423371953850682,19,NA,NA
"ABZ_p001_C07","ABZ_1_EG6260_albendazole","ABZ","p001","C07",20231116,"p001_C07","m2x","20231116-ABZ-p001-m2x_C07.TIF",1.02361853832442,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",3.75,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",604.141738091415,547.924580259707,574.702327668353,582.669780923089,605.758551974919,27.4242216995711,625.055738384315,633.615339361367,658.917279677861,0.0453936882199347,23,NA,NA
"ABZ_p001_C08","ABZ_1_EG6260_albendazole","ABZ","p001","C08",20231116,"p001_C08","m2x","20231116-ABZ-p001-m2x_C08.TIF",0.949463327370304,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",7.5,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",590.420818998242,537.09054077912,569.041839476617,578.07766287393,592.796783408339,23.4687704893512,605.600332542762,614.048469017888,631.340503044073,0.0397492258643086,14,NA,NA
"ABZ_p001_C09","ABZ_1_EG6260_albendazole","ABZ","p001","C09",20231116,"p001_C09","m2x","20231116-ABZ-p001-m2x_C09.TIF",1.0448256779192,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",15,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",565.101186617873,508.109307833684,525.141663026473,541.397421911596,568.46933061805,29.9796976817836,586.524438966161,599.683645528848,617.366517412908,0.0530519106873796,27,NA,NA
"ABZ_p001_C10","ABZ_1_EG6260_albendazole","ABZ","p001","C10",20231116,"p001_C10","m2x","20231116-ABZ-p001-m2x_C10.TIF",1.07735426008969,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",30,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",544.267011922152,465.622241360966,506.764190285371,521.545362072623,543.255326047555,34.4848776749387,576.332384715913,580.562021456321,587.020989257084,0.0633602201117256,20,NA,NA
"ABZ_p001_C11","ABZ_1_EG6260_albendazole","ABZ","p001","C11",20231116,"p001_C11","m2x","20231116-ABZ-p001-m2x_C11.TIF",0.891891891891892,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",60,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",545.226159598027,491.815904712649,521.118591070043,534.424628189534,551.680160431414,21.4716064111067,556.124606697454,566.579972084462,576.786337726276,0.0393811009122101,16,NA,NA
"ABZ_p001_C12","ABZ_1_EG6260_albendazole","ABZ","p001","C12",20231116,"p001_C12","m2x","20231116-ABZ-p001-m2x_C12.TIF",1.00650976464697,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",120,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",554.698138723207,516.291943129926,537.327037172659,544.994429573764,549.597390993851,20.8288969029501,567.459957773588,578.415530064434,590.352904459931,0.0375499671783534,11,NA,NA
"ABZ_p001_D01","ABZ_1_EG6260_albendazole","ABZ","p001","D01",20231116,"p001_D01","m2x","20231116-ABZ-p001-m2x_D01.TIF",1.19855072463768,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",0,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",743.49090638183,673.148212841842,703.539354597995,731.889051682871,750.054026363297,31.3544793938081,757.994199194652,778.328162883003,788.435983765434,0.0421719742967583,18,NA,NA
"ABZ_p001_D02","ABZ_1_EG6260_albendazole","ABZ","p001","D02",20231116,"p001_D02","m2x","20231116-ABZ-p001-m2x_D02.TIF",1.08385093167702,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",0.12,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",741.782698171614,701.484668353099,713.49814016032,729.092781992088,747.379027573978,19.904088341483,752.094323070904,765.721514100633,772.65032988382,0.0268327751382496,19,NA,NA
"ABZ_p001_D03","ABZ_1_EG6260_albendazole","ABZ","p001","D03",20231116,"p001_D03","m2x","20231116-ABZ-p001-m2x_D03.TIF",1.04918653045781,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",0.23,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",745.458771516833,671.373216249215,704.406199252836,725.918278665485,751.241282431011,34.800975189358,764.442757979146,788.703460591083,800.295668353099,0.0466839703536471,22,NA,NA
"ABZ_p001_D04","ABZ_1_EG6260_albendazole","ABZ","p001","D04",20231116,"p001_D04","m2x","20231116-ABZ-p001-m2x_D04.TIF",1.06860158311346,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",0.47,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",712.571789932846,656.3356223023,666.059806055639,697.214503044073,710.332506669993,31.9538809971695,737.965364053371,750.890862910104,760.456870098637,0.0448430339912571,17,NA,NA
"ABZ_p001_D05","ABZ_1_EG6260_albendazole","ABZ","p001","D05",20231116,"p001_D05","m2x","20231116-ABZ-p001-m2x_D05.TIF",1.04920838682071,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",0.94,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",679.31838571361,621.967716249215,653.232391477335,662.353979711571,680.509489539236,25.1068243664303,696.547493179782,710.302041316267,725.807906088146,0.0369588471244689,20,NA,NA
"ABZ_p001_D06","ABZ_1_EG6260_albendazole","ABZ","p001","D06",20231116,"p001_D06","m2x","20231116-ABZ-p001-m2x_D06.TIF",1.01648351648352,"48h",10,"HB101_10_11_2023","DMSO",1,"albendazole",1.88,"2023_11_01","see notion","EG6260",1,NA,NA,NA,"/vast/eande106/projects/Amanda/projects/cellprofiler-nf/projects/20231116_CAE_Ce_Cb_ABZ_AOS/Analysis-20231117/processed_images/","albendazole_EG6260","worm",638.019554322265,600.235950358344,609.104840784766,621.741957833684,638.527290993851,23.7919631938072,654.03697132975,666.652341387935,689.371525676054,0.0372903354334965,23,NA,NA
